I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-6.166647733920399,-33.59456715558008,-20.351166721951813,18.026377063833934,8.650166540041937,-30.130666381571245,-19.950142398396565,-3.6839266971928737,-11.694202876486088,-19.114404959674175,-25.965928481793526,-1.2224242494939972
-3.102950507272908,-36.169198190578754,-23.746884941523604,18.77157836078277,12.51951821208604,-31.84310288947927,-18.006786769725295,-0.7126389854911395,-6.218404626779375,-14.95364634514408,-22.559651316179043,1.2684034619260274
-0.6828018510459515,-38.06595740056218,-27.28125758128226,18.928816130087398,16.359100147064055,-33.89196845823335,-16.001593547865923,3.5104493071321485,0.07321411054726923,-9.955776962434356,-17.755936340403423,5.690292330757984
1.893965174247569,-39.10359107344084,-30.99634750353289,18.07723221847482,20.127378046343438,-36.54625895852769,-13.932151928351232,7.527531780286154,7.375167578407854,-2.1444221448964527,-11.146448052668347,12.045051916289594
5.373856964812148,-39.291919250905266,-35.16357642174262,16.147596353842346,24.12595544247597,-39.8943089699369,-11.649924486278906,10.944644721095756,15.296783480056547,8.070031208224464,-3.1590495096425,19.771624294194226
9.860328858156208,-39.19743072174424,-40.174802304041805,13.107249155562386,28.877716381710343,-44.23487471955559,-8.544313457510725,14.493101777423362,24.558595651911673,20.300535949469122,8.13165108490648,29.225041505053923
15.291906455313438,-38.661243768265194,-45.51022180517066,8.896589086632957,34.297170975410154,-48.47661250257988,-5.038238339589952,18.109637794517766,35.465910095806976,35.04823927981761,23.432498575462887,40.393446535499606
20.892913776326168,-37.75774833932701,-50.41273432161506,4.249727452368461,39.85497333416697,-51.3034063761188,-1.8377469748193107,21.61570085495441,47.36329311172631,51.49753743144902,41.48493105382113,52.255270252583614
25.6490655402049,-36.53496620890837,-54.258398627247516,0.1698801269476462,44.935407538239815,-51.917750174034154,0.49019201375449484,24.995427181698687,59.22315010261809,68.35656433429449,60.338097744354855,63.843570939709025
28.91808625237536,-34.63793468455697,-57.06214375662239,-3.2681023939176157,49.175501658279245,-50.46986447100926,1.879405741339724,28.98957301615701,70.12141679767046,84.32242853212301,78.1582003038111,74.69981630464463
32.1928721107779,-31.605784357672746,-58.140831709026315,-6.571949474788198,52.22200861521651,-47.12234408958648,2.7963357238841127,33.03755187989009,80.62984780532497,99.5147003055099,95.39601181744092,86.14474215339123
35.573947757668066,-27.15345222132055,-57.27764488446337,-10.224421548802638,53.8197869019632,-42.04921809873258,3.0610911541589303,36.84165895292972,91.53634661422439,115.75049917760498,114.7100166173841,99.75516808107659
37.25905761534341,-21.14141759903032,-55.48729435884343,-14.724020918331007,53.96557605773614,-37.19338962820075,2.808404748866451,41.00689631095338,105.74052282421326,134.24779686297734,138.91949050354924,116.51854091353107
39.64780795454317,-13.702681965574811,-53.01238378060589,-20.484135020449685,53.01182458180392,-33.32518832921778,1.7721634800454922,44.88341019852851,122.6137995357949,156.8508705410095,168.6161851145489,136.89357946155042
44.242964220675276,-6.110498041567553,-49.706684476963346,-27.015052787543027,51.546470904028865,-29.984684746945277,-1.1180891562653414,48.573303149498315,141.29368356901796,184.85790766189984,203.65190226534742,161.06983271035006
51.48162147395851,2.567018949042904,-46.51211041885654,-34.97506542836709,51.167491506295846,-26.18546372278024,-5.056719908847299,52.60209412844233,162.05782244542388,218.5547792258958,245.9709776230975,190.63409181923544
61.10351716048535,13.473401814602767,-43.87433352562948,-45.156476393907724,52.994708583673855,-20.95421081806262,-9.080993899109671,56.469603261632074,184.76512341279704,256.94994401419353,295.1398953617281,225.95161911627474
73.4683836467957,27.258832934590828,-41.576763018294514,-58.2819236606465,57.064653211466066,-13.477134774354454,-15.43887753254603,58.48669447073735,206.69444720457432,298.300366992451,349.5521154751268,267.62248935723255
88.17676565789225,44.46097858859321,-39.37042793586079,-74.42187544485932,62.8547275637693,-3.2576754387728215,-24.78867745406751,57.76800478057521,225.60192031512452,341.04857566659484,407.50646081728155,314.9773383271063
103.77978275594796,64.02507290776884,-37.10288364285043,-92.3953437896298,69.62034149681585,8.658252320426072,-35.77287029803483,54.335427715084734,240.13792084721536,381.998677958396,463.94428246703865,363.50638772003276
